epoch:0, iteration:7691, loss(train):0.30701202154159546, loss(valid):0.30038362741470337, acc(train):0.901968777179718, acc(valid):0.9009613990783691, precision0:variable(0.90096137), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.94790077), f1score1:variable(nan)
epoch:1, iteration:15382, loss(train):0.29444655776023865, loss(valid):0.2996855676174164, acc(train):0.9019714593887329, acc(valid):0.9009613990783691, precision0:variable(0.90096137), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.94790077), f1score1:variable(nan)
epoch:2, iteration:23073, loss(train):0.28986361622810364, loss(valid):0.3015407621860504, acc(train):0.9019659757614136, acc(valid):0.9009613990783691, precision0:variable(0.90096137), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.94790077), f1score1:variable(nan)
epoch:3, iteration:30764, loss(train):0.28503289818763733, loss(valid):0.3031279444694519, acc(train):0.9019714593887329, acc(valid):0.9009613990783691, precision0:variable(0.90096137), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.94790077), f1score1:variable(nan)
epoch:4, iteration:38455, loss(train):0.2791418433189392, loss(valid):0.3047162592411041, acc(train):0.9019659757614136, acc(valid):0.9009613990783691, precision0:variable(0.90096137), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.94790077), f1score1:variable(nan)
epoch:5, iteration:46146, loss(train):0.2706529200077057, loss(valid):0.30792364478111267, acc(train):0.9019903540611267, acc(valid):0.9009044766426086, precision0:variable(0.90098616), precision1:variable(0.28571429), recall0:variable(0.99989477), recall1:variable(0.00038292), f1score0:variable(0.9478672), f1score1:variable(0.00076482)
epoch:6, iteration:53837, loss(train):0.25858592987060547, loss(valid):0.31926295161247253, acc(train):0.9030495882034302, acc(valid):0.9002787470817566, precision0:variable(0.90113729), precision1:variable(0.23529412), recall0:variable(0.99890559), recall1:variable(0.00306337), f1score0:variable(0.94750606), f1score1:variable(0.00604801)
epoch:7, iteration:61528, loss(train):0.2434508055448532, loss(valid):0.33685219287872314, acc(train):0.9072129726409912, acc(valid):0.8978705406188965, precision0:variable(0.90161684), precision1:variable(0.21799308), recall0:variable(0.99524351), recall1:variable(0.01206203), f1score0:variable(0.94611953), f1score1:variable(0.02285922)
epoch:8, iteration:69219, loss(train):0.2236175388097763, loss(valid):0.35626351833343506, acc(train):0.9140039682388306, acc(valid):0.8926939368247986, precision0:variable(0.90238228), precision1:variable(0.20054945), recall0:variable(0.98775098), recall1:variable(0.02795328), f1score0:variable(0.94313877), f1score1:variable(0.04906738)
epoch:9, iteration:76910, loss(train):0.20202110707759857, loss(valid):0.3809944689273834, acc(train):0.9219623804092407, acc(valid):0.8701101541519165, precision0:variable(0.90563403), precision1:variable(0.18867202), recall0:variable(0.95538157), recall1:variable(0.0943902), f1score0:variable(0.92984289), f1score1:variable(0.1258295)
epoch:10, iteration:84601, loss(train):0.1767958551645279, loss(valid):0.4173973500728607, acc(train):0.931705892086029, acc(valid):0.8564954400062561, precision0:variable(0.90546082), precision1:variable(0.16278401), recall0:variable(0.93873385), recall1:variable(0.10836684), f1score0:variable(0.92179718), f1score1:variable(0.13011494)
