epoch:0, iteration:7691, loss(train):0.07908640801906586, loss(valid):0.0727882832288742, acc(train):0.98499596118927, acc(valid):0.9844321608543396, precision0:variable(0.98443218), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99215503), f1score1:variable(nan)
epoch:1, iteration:15382, loss(train):0.0668681338429451, loss(valid):0.07129034399986267, acc(train):0.9854294061660767, acc(valid):0.9844321608543396, precision0:variable(0.98443218), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99215503), f1score1:variable(nan)
epoch:2, iteration:23073, loss(train):0.06471046060323715, loss(valid):0.07137543708086014, acc(train):0.985426664352417, acc(valid):0.9844321608543396, precision0:variable(0.98443218), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99215503), f1score1:variable(nan)
epoch:3, iteration:30764, loss(train):0.06295658648014069, loss(valid):0.07140059024095535, acc(train):0.9854294061660767, acc(valid):0.9844321608543396, precision0:variable(0.98443218), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99215503), f1score1:variable(nan)
epoch:4, iteration:38455, loss(train):0.06135556101799011, loss(valid):0.07228807359933853, acc(train):0.9854294061660767, acc(valid):0.9844321608543396, precision0:variable(0.98443218), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99215503), f1score1:variable(nan)
epoch:5, iteration:46146, loss(train):0.05973612144589424, loss(valid):0.07280580699443817, acc(train):0.985426664352417, acc(valid):0.9844321608543396, precision0:variable(0.98443218), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99215503), f1score1:variable(nan)
epoch:6, iteration:53837, loss(train):0.05791013315320015, loss(valid):0.07359123229980469, acc(train):0.9854294061660767, acc(valid):0.9844321608543396, precision0:variable(0.98443218), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99215503), f1score1:variable(nan)
epoch:7, iteration:61528, loss(train):0.05586938187479973, loss(valid):0.07456830143928528, acc(train):0.9854294061660767, acc(valid):0.9844321608543396, precision0:variable(0.98443218), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99215503), f1score1:variable(nan)
epoch:8, iteration:69219, loss(train):0.05320928245782852, loss(valid):0.07633838802576065, acc(train):0.9854294061660767, acc(valid):0.9844321608543396, precision0:variable(0.98443218), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99215503), f1score1:variable(nan)
epoch:9, iteration:76910, loss(train):0.050103023648262024, loss(valid):0.07856003195047379, acc(train):0.9854294061660767, acc(valid):0.9844321608543396, precision0:variable(0.98443218), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99215503), f1score1:variable(nan)
epoch:10, iteration:84601, loss(train):0.046071384102106094, loss(valid):0.07937601953744888, acc(train):0.9855837821960449, acc(valid):0.984413206577301, precision0:variable(0.98443189), precision1:variable(0.), recall0:variable(0.99998074), recall1:variable(0.), f1score0:variable(0.9921454), f1score1:variable(nan)
epoch:11, iteration:92292, loss(train):0.04093977436423302, loss(valid):0.0817250981926918, acc(train):0.9865399599075317, acc(valid):0.9842804670333862, precision0:variable(0.9844482), precision1:variable(0.1), recall0:variable(0.99982664), recall1:variable(0.00121803), f1score0:variable(0.99207783), f1score1:variable(0.00240674)
epoch:12, iteration:99983, loss(train):0.03494122251868248, loss(valid):0.08579720556735992, acc(train):0.9884849190711975, acc(valid):0.9840150475502014, precision0:variable(0.98442569), precision1:variable(0.), recall0:variable(0.99957624), recall1:variable(0.), f1score0:variable(0.99194311), f1score1:variable(nan)
