epoch:0, iteration:7691, loss(train):0.29313236474990845, loss(valid):0.2811671793460846, acc(train):0.9085158705711365, acc(valid):0.9094942808151245, precision0:variable(0.90949428), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.95260226), f1score1:variable(nan)
epoch:1, iteration:15382, loss(train):0.2800252437591553, loss(valid):0.28050681948661804, acc(train):0.9089763760566711, acc(valid):0.9094942808151245, precision0:variable(0.90949428), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.95260226), f1score1:variable(nan)
epoch:2, iteration:23073, loss(train):0.2764580249786377, loss(valid):0.2816377282142639, acc(train):0.908973753452301, acc(valid):0.9094942808151245, precision0:variable(0.90949428), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.95260226), f1score1:variable(nan)
epoch:3, iteration:30764, loss(train):0.273054301738739, loss(valid):0.28238487243652344, acc(train):0.9089709520339966, acc(valid):0.9094942808151245, precision0:variable(0.90949428), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.95260226), f1score1:variable(nan)
epoch:4, iteration:38455, loss(train):0.2688298225402832, loss(valid):0.2836524248123169, acc(train):0.9089763760566711, acc(valid):0.9094942808151245, precision0:variable(0.90949428), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.95260226), f1score1:variable(nan)
epoch:5, iteration:46146, loss(train):0.26315733790397644, loss(valid):0.28486692905426025, acc(train):0.9089845418930054, acc(valid):0.9094374179840088, precision0:variable(0.90950467), precision1:variable(0.2), recall0:variable(0.9999166), recall1:variable(0.00020951), f1score0:variable(0.95257011), f1score1:variable(0.00041859)
epoch:6, iteration:53837, loss(train):0.2549041211605072, loss(valid):0.28932467103004456, acc(train):0.9093339443206787, acc(valid):0.9090391993522644, precision0:variable(0.90951523), precision1:variable(0.125), recall0:variable(0.99941623), recall1:variable(0.00083805), f1score0:variable(0.95234879), f1score1:variable(0.00166493)
epoch:7, iteration:61528, loss(train):0.24359489977359772, loss(valid):0.2995070219039917, acc(train):0.9110268950462341, acc(valid):0.9045830965042114, precision0:variable(0.91034562), precision1:variable(0.19529412), recall0:variable(0.99286965), recall1:variable(0.01738948), f1score0:variable(0.9498185), f1score1:variable(0.03193536)
epoch:8, iteration:69219, loss(train):0.2278924286365509, loss(valid):0.31342750787734985, acc(train):0.9157401919364929, acc(valid):0.9029902815818787, precision0:variable(0.91032713), precision1:variable(0.17333333), recall0:variable(0.99095155), recall1:variable(0.01906558), f1score0:variable(0.94892988), f1score1:variable(0.03435259)
epoch:9, iteration:76910, loss(train):0.20977701246738434, loss(valid):0.3387152850627899, acc(train):0.9208788871765137, acc(valid):0.9034643769264221, precision0:variable(0.91024439), precision1:variable(0.1714876), recall0:variable(0.99163956), recall1:variable(0.01738948), f1score0:variable(0.94920024), f1score1:variable(0.03157695)
epoch:10, iteration:84601, loss(train):0.1878637820482254, loss(valid):0.35452643036842346, acc(train):0.9289266467094421, acc(valid):0.8956330418586731, precision0:variable(0.91082901), precision1:variable(0.15551367), recall0:variable(0.98131932), recall1:variable(0.03456945), f1score0:variable(0.94476114), f1score1:variable(0.05656496)
epoch:11, iteration:92292, loss(train):0.1642235964536667, loss(valid):0.3947322368621826, acc(train):0.9371505379676819, acc(valid):0.8783586621284485, precision0:variable(0.91239702), precision1:variable(0.15241321), recall0:variable(0.95826036), recall1:variable(0.07542426), f1score0:variable(0.93476647), f1score1:variable(0.100911)
