epoch:0, iteration:7691, loss(train):0.16806606948375702, loss(valid):0.16201435029506683, acc(train):0.9566918611526489, acc(valid):0.9547945261001587, precision0:variable(0.95479455), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.97687458), f1score1:variable(nan)
epoch:1, iteration:15382, loss(train):0.15419569611549377, loss(valid):0.16123263537883759, acc(train):0.9571875333786011, acc(valid):0.9547945261001587, precision0:variable(0.95479455), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.97687458), f1score1:variable(nan)
epoch:2, iteration:23073, loss(train):0.15126246213912964, loss(valid):0.16157925128936768, acc(train):0.9571875333786011, acc(valid):0.9547945261001587, precision0:variable(0.95479455), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.97687458), f1score1:variable(nan)
epoch:3, iteration:30764, loss(train):0.14877013862133026, loss(valid):0.16224689781665802, acc(train):0.9571875333786011, acc(valid):0.9547945261001587, precision0:variable(0.95479455), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.97687458), f1score1:variable(nan)
epoch:4, iteration:38455, loss(train):0.1458267718553543, loss(valid):0.16319717466831207, acc(train):0.9571848511695862, acc(valid):0.9547945261001587, precision0:variable(0.95479455), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.97687458), f1score1:variable(nan)
epoch:5, iteration:46146, loss(train):0.14248026907444, loss(valid):0.16424021124839783, acc(train):0.957190215587616, acc(valid):0.9547945261001587, precision0:variable(0.95479455), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.97687458), f1score1:variable(nan)
epoch:6, iteration:53837, loss(train):0.13787011802196503, loss(valid):0.16579864919185638, acc(train):0.957190215587616, acc(valid):0.9547945261001587, precision0:variable(0.95479455), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.97687458), f1score1:variable(nan)
epoch:7, iteration:61528, loss(train):0.13125894963741302, loss(valid):0.17336596548557281, acc(train):0.9573202729225159, acc(valid):0.9546997547149658, precision0:variable(0.95480751), precision1:variable(0.14285714), recall0:variable(0.99988084), recall1:variable(0.00041946), f1score0:variable(0.9768245), f1score1:variable(0.00083647)
epoch:8, iteration:69219, loss(train):0.12296635657548904, loss(valid):0.17403855919837952, acc(train):0.9584335684776306, acc(valid):0.9538843631744385, precision0:variable(0.95490877), precision1:variable(0.13636364), recall0:variable(0.99886799), recall1:variable(0.00377517), f1score0:variable(0.97639385), f1score1:variable(0.00734694)
epoch:9, iteration:76910, loss(train):0.1114199310541153, loss(valid):0.1849479377269745, acc(train):0.9612696766853333, acc(valid):0.9529172778129578, precision0:variable(0.95496883), precision1:variable(0.11627907), recall0:variable(0.99773598), recall1:variable(0.00629195), f1score0:variable(0.97588407), f1score1:variable(0.01193792)
epoch:10, iteration:84601, loss(train):0.09747091680765152, loss(valid):0.20009547472000122, acc(train):0.9658610820770264, acc(valid):0.9521588087081909, precision0:variable(0.95512503), precision1:variable(0.13612565), recall0:variable(0.99672313), recall1:variable(0.01090604), f1score0:variable(0.97548081), f1score1:variable(0.02019417)
