epoch:0, iteration:7691, loss(train):0.2578203082084656, loss(valid):0.2424788922071457, acc(train):0.9244977831840515, acc(valid):0.9276219606399536, precision0:variable(0.92762197), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.96245217), f1score1:variable(nan)
epoch:1, iteration:15382, loss(train):0.24521565437316895, loss(valid):0.24194656312465668, acc(train):0.9246576428413391, acc(valid):0.9276219606399536, precision0:variable(0.92762197), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.96245217), f1score1:variable(nan)
epoch:2, iteration:23073, loss(train):0.24166828393936157, loss(valid):0.24237492680549622, acc(train):0.924660325050354, acc(valid):0.9276219606399536, precision0:variable(0.92762197), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.96245217), f1score1:variable(nan)
epoch:3, iteration:30764, loss(train):0.2381799817085266, loss(valid):0.24322810769081116, acc(train):0.9246576428413391, acc(valid):0.9276219606399536, precision0:variable(0.92762197), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.96245217), f1score1:variable(nan)
epoch:4, iteration:38455, loss(train):0.2338932752609253, loss(valid):0.243896946310997, acc(train):0.924660325050354, acc(valid):0.9276219606399536, precision0:variable(0.92762197), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.96245217), f1score1:variable(nan)
epoch:5, iteration:46146, loss(train):0.22844670712947845, loss(valid):0.24735279381275177, acc(train):0.9246739149093628, acc(valid):0.927603006362915, precision0:variable(0.9276206), precision1:variable(0.), recall0:variable(0.99997956), recall1:variable(0.), f1score0:variable(0.96244196), f1score1:variable(nan)
epoch:6, iteration:53837, loss(train):0.2206837683916092, loss(valid):0.25308263301849365, acc(train):0.9248120784759521, acc(valid):0.9271289706230164, precision0:variable(0.92763495), precision1:variable(0.09375), recall0:variable(0.9994072), recall1:variable(0.00078596), f1score0:variable(0.9621845), f1score1:variable(0.00155885)
epoch:7, iteration:61528, loss(train):0.20950599014759064, loss(valid):0.2626132667064667, acc(train):0.9260336756706238, acc(valid):0.9270720481872559, precision0:variable(0.92767952), precision1:variable(0.14634146), recall0:variable(0.99928455), recall1:variable(0.00157192), f1score0:variable(0.96215163), f1score1:variable(0.00311042)
epoch:8, iteration:69219, loss(train):0.19538237154483795, loss(valid):0.2731228768825531, acc(train):0.9294061064720154, acc(valid):0.9227866530418396, precision0:variable(0.92828221), precision1:variable(0.16358839), recall0:variable(0.99352003), recall1:variable(0.01624312), f1score0:variable(0.95979383), f1score1:variable(0.02955195)
epoch:9, iteration:76910, loss(train):0.17795181274414062, loss(valid):0.2963114082813263, acc(train):0.9351406693458557, acc(valid):0.9182547330856323, precision0:variable(0.92861123), precision1:variable(0.14613181), recall0:variable(0.98781684), recall1:variable(0.02672256), f1score0:variable(0.9572995), f1score1:variable(0.04518272)
epoch:10, iteration:84601, loss(train):0.15797291696071625, loss(valid):0.31572282314300537, acc(train):0.9416525959968567, acc(valid):0.9167567491531372, precision0:variable(0.92843673), precision1:variable(0.12743823), recall0:variable(0.98628373), recall1:variable(0.02567461), f1score0:variable(0.9564864), f1score1:variable(0.04273877)
