epoch:0, iteration:7691, loss(train):0.07168828696012497, loss(valid):0.061009082943201065, acc(train):0.9868434071540833, acc(valid):0.9875040054321289, precision0:variable(0.98750403), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99371273), f1score1:variable(nan)
epoch:1, iteration:15382, loss(train):0.0606544055044651, loss(valid):0.060059718787670135, acc(train):0.9869490265846252, acc(valid):0.9875040054321289, precision0:variable(0.98750403), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99371273), f1score1:variable(nan)
epoch:2, iteration:23073, loss(train):0.05874614417552948, loss(valid):0.060280151665210724, acc(train):0.9869490265846252, acc(valid):0.9875040054321289, precision0:variable(0.98750403), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99371273), f1score1:variable(nan)
epoch:3, iteration:30764, loss(train):0.057179324328899384, loss(valid):0.0606195442378521, acc(train):0.9869490265846252, acc(valid):0.9875040054321289, precision0:variable(0.98750403), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99371273), f1score1:variable(nan)
epoch:4, iteration:38455, loss(train):0.05570288375020027, loss(valid):0.061231207102537155, acc(train):0.9869490265846252, acc(valid):0.9875040054321289, precision0:variable(0.98750403), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99371273), f1score1:variable(nan)
epoch:5, iteration:46146, loss(train):0.05421506613492966, loss(valid):0.06214699149131775, acc(train):0.9869490265846252, acc(valid):0.9875040054321289, precision0:variable(0.98750403), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99371273), f1score1:variable(nan)
epoch:6, iteration:53837, loss(train):0.052507027983665466, loss(valid):0.06294350326061249, acc(train):0.9869462847709656, acc(valid):0.9875040054321289, precision0:variable(0.98750403), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99371273), f1score1:variable(nan)
epoch:7, iteration:61528, loss(train):0.050733935087919235, loss(valid):0.06395639479160309, acc(train):0.9869462847709656, acc(valid):0.9875040054321289, precision0:variable(0.98750403), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99371273), f1score1:variable(nan)
epoch:8, iteration:69219, loss(train):0.04855542629957199, loss(valid):0.0651509165763855, acc(train):0.9869490265846252, acc(valid):0.9875040054321289, precision0:variable(0.98750403), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99371273), f1score1:variable(nan)
epoch:9, iteration:76910, loss(train):0.04583440348505974, loss(valid):0.06647205352783203, acc(train):0.9869544506072998, acc(valid):0.9875040054321289, precision0:variable(0.98750403), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99371273), f1score1:variable(nan)
epoch:10, iteration:84601, loss(train):0.04245787113904953, loss(valid):0.06824737787246704, acc(train):0.9870790243148804, acc(valid):0.9875040054321289, precision0:variable(0.98750403), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.99371273), f1score1:variable(nan)
epoch:11, iteration:92292, loss(train):0.038222089409828186, loss(valid):0.0693875178694725, acc(train):0.9878348112106323, acc(valid):0.9874850511550903, precision0:variable(0.98750379), precision1:variable(0.), recall0:variable(0.9999808), recall1:variable(0.), f1score0:variable(0.99370313), f1score1:variable(nan)
