epoch:0, iteration:7691, loss(train):0.17057989537715912, loss(valid):0.16288822889328003, acc(train):0.9559794068336487, acc(valid):0.9550031423568726, precision0:variable(0.95500313), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.97698373), f1score1:variable(nan)
epoch:1, iteration:15382, loss(train):0.1570677012205124, loss(valid):0.1621597409248352, acc(train):0.9559875130653381, acc(valid):0.9550031423568726, precision0:variable(0.95500313), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.97698373), f1score1:variable(nan)
epoch:2, iteration:23073, loss(train):0.1539362072944641, loss(valid):0.16211450099945068, acc(train):0.9559875130653381, acc(valid):0.9550031423568726, precision0:variable(0.95500313), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.97698373), f1score1:variable(nan)
epoch:3, iteration:30764, loss(train):0.1510189026594162, loss(valid):0.16255682706832886, acc(train):0.9559875130653381, acc(valid):0.9550031423568726, precision0:variable(0.95500313), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.97698373), f1score1:variable(nan)
epoch:4, iteration:38455, loss(train):0.147977814078331, loss(valid):0.16387534141540527, acc(train):0.9559875130653381, acc(valid):0.9550031423568726, precision0:variable(0.95500313), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.97698373), f1score1:variable(nan)
epoch:5, iteration:46146, loss(train):0.1443822830915451, loss(valid):0.16446171700954437, acc(train):0.9559875130653381, acc(valid):0.9550031423568726, precision0:variable(0.95500313), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.97698373), f1score1:variable(nan)
epoch:6, iteration:53837, loss(train):0.13960038125514984, loss(valid):0.16742420196533203, acc(train):0.9559875130653381, acc(valid):0.9550031423568726, precision0:variable(0.95500313), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.97698373), f1score1:variable(nan)
epoch:7, iteration:61528, loss(train):0.13341975212097168, loss(valid):0.17204636335372925, acc(train):0.9560443758964539, acc(valid):0.9550220966339111, precision0:variable(0.95502124), precision1:variable(1.), recall0:variable(1.), recall1:variable(0.00042141), f1score0:variable(0.97699321), f1score1:variable(0.00084246)
epoch:8, iteration:69219, loss(train):0.12482323497533798, loss(valid):0.1764446645975113, acc(train):0.956878662109375, acc(valid):0.9541877508163452, precision0:variable(0.95529474), precision1:variable(0.2345679), recall0:variable(0.99876896), recall1:variable(0.00800674), f1score0:variable(0.97654824), f1score1:variable(0.01548492)
epoch:9, iteration:76910, loss(train):0.113950215280056, loss(valid):0.1833234578371048, acc(train):0.9600182175636292, acc(valid):0.9514382481575012, precision0:variable(0.95551829), precision1:variable(0.14661654), recall0:variable(0.99549281), recall1:variable(0.01643489), f1score0:variable(0.97509603), f1score1:variable(0.02955665)
epoch:10, iteration:84601, loss(train):0.10046011954545975, loss(valid):0.2009401023387909, acc(train):0.9646096229553223, acc(valid):0.9515899419784546, precision0:variable(0.95547299), precision1:variable(0.14285714), recall0:variable(0.99571122), recall1:variable(0.01517067), f1score0:variable(0.9751772), f1score1:variable(0.02742857)
