epoch:0, iteration:7691, loss(train):0.2586381733417511, loss(valid):0.2502390146255493, acc(train):0.9241294264793396, acc(valid):0.9237726926803589, precision0:variable(0.92377268), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.96037613), f1score1:variable(nan)
epoch:1, iteration:15382, loss(train):0.2452494353055954, loss(valid):0.248853400349617, acc(train):0.9246576428413391, acc(valid):0.9237726926803589, precision0:variable(0.92377268), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.96037613), f1score1:variable(nan)
epoch:2, iteration:23073, loss(train):0.24152123928070068, loss(valid):0.2496347725391388, acc(train):0.924660325050354, acc(valid):0.9237726926803589, precision0:variable(0.92377268), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.96037613), f1score1:variable(nan)
epoch:3, iteration:30764, loss(train):0.23805847764015198, loss(valid):0.2502039074897766, acc(train):0.9246576428413391, acc(valid):0.9237726926803589, precision0:variable(0.92377268), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.96037613), f1score1:variable(nan)
epoch:4, iteration:38455, loss(train):0.23398266732692719, loss(valid):0.25215625762939453, acc(train):0.9246576428413391, acc(valid):0.9237726926803589, precision0:variable(0.92377268), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.96037613), f1score1:variable(nan)
epoch:5, iteration:46146, loss(train):0.22879160940647125, loss(valid):0.2536163926124573, acc(train):0.9246548414230347, acc(valid):0.9237537384033203, precision0:variable(0.92377124), precision1:variable(0.), recall0:variable(0.99997947), recall1:variable(0.), f1score0:variable(0.96036588), f1score1:variable(nan)
epoch:6, iteration:53837, loss(train):0.22104407846927643, loss(valid):0.25834184885025024, acc(train):0.9248960018157959, acc(valid):0.9236778616905212, precision0:variable(0.9237976), precision1:variable(0.22222222), recall0:variable(0.99985631), recall1:variable(0.00049751), f1score0:variable(0.96032333), f1score1:variable(0.0009928)
epoch:7, iteration:61528, loss(train):0.21069706976413727, loss(valid):0.26383650302886963, acc(train):0.9261392951011658, acc(valid):0.9223505258560181, precision0:variable(0.92393783), precision1:variable(0.1559633), recall0:variable(0.99811154), recall1:variable(0.00422886), f1score0:variable(0.95959347), f1score1:variable(0.00823444)
epoch:8, iteration:69219, loss(train):0.1969338357448578, loss(valid):0.27512070536613464, acc(train):0.9291596412658691, acc(valid):0.9202836751937866, precision0:variable(0.92429702), precision1:variable(0.17375887), recall0:variable(0.99521728), recall1:variable(0.01218905), f1score0:variable(0.958447), f1score1:variable(0.0227801)
epoch:9, iteration:76910, loss(train):0.18004681169986725, loss(valid):0.2977711856365204, acc(train):0.9342630505561829, acc(valid):0.9131729006767273, precision0:variable(0.92487775), precision1:variable(0.14842767), recall0:variable(0.98610341), recall1:variable(0.02935323), f1score0:variable(0.95450978), f1score1:variable(0.0490135)
epoch:10, iteration:84601, loss(train):0.160594642162323, loss(valid):0.3231438398361206, acc(train):0.9411595463752747, acc(valid):0.9026679396629333, precision0:variable(0.92570815), precision1:variable(0.14027149), recall0:variable(0.97269947), recall1:variable(0.0539801), f1score0:variable(0.94862222), f1score1:variable(0.0779594)
