epoch:0, iteration:80, loss(train):0.5519430041313171, loss(valid):0.42533719539642334, acc(train):0.871874988079071, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:1, iteration:160, loss(train):0.40751200914382935, loss(valid):0.3391203284263611, acc(train):0.8856533765792847, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:2, iteration:240, loss(train):0.3681955635547638, loss(valid):0.3149905800819397, acc(train):0.8860085606575012, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:3, iteration:320, loss(train):0.3544485569000244, loss(valid):0.30584004521369934, acc(train):0.88671875, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:4, iteration:400, loss(train):0.3478574752807617, loss(valid):0.3021298944950104, acc(train):0.8863636255264282, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:5, iteration:480, loss(train):0.3412865102291107, loss(valid):0.2990587651729584, acc(train):0.8863636255264282, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:6, iteration:560, loss(train):0.3344652056694031, loss(valid):0.29677459597587585, acc(train):0.88671875, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:7, iteration:640, loss(train):0.32950714230537415, loss(valid):0.2950989007949829, acc(train):0.8860085606575012, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:8, iteration:720, loss(train):0.3223496973514557, loss(valid):0.29298076033592224, acc(train):0.8863636255264282, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:9, iteration:800, loss(train):0.3155647814273834, loss(valid):0.2913355231285095, acc(train):0.8863636255264282, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:10, iteration:880, loss(train):0.30934247374534607, loss(valid):0.2904609739780426, acc(train):0.8860085606575012, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:11, iteration:960, loss(train):0.3008992075920105, loss(valid):0.2881206274032593, acc(train):0.88671875, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:12, iteration:1040, loss(train):0.29343295097351074, loss(valid):0.28759145736694336, acc(train):0.88671875, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:13, iteration:1120, loss(train):0.28676700592041016, loss(valid):0.2863728702068329, acc(train):0.8860085606575012, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:14, iteration:1200, loss(train):0.27788618206977844, loss(valid):0.28577449917793274, acc(train):0.8863636255264282, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:15, iteration:1280, loss(train):0.2684924006462097, loss(valid):0.2853035032749176, acc(train):0.88671875, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:16, iteration:1360, loss(train):0.2598854899406433, loss(valid):0.2849316895008087, acc(train):0.8863636255264282, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
epoch:17, iteration:1440, loss(train):0.2504497170448303, loss(valid):0.2848750054836273, acc(train):0.8863636255264282, acc(valid):0.9122486114501953, precision0:variable(0.91224863), precision1:variable(nan), recall0:variable(1.), recall1:variable(0.), f1score0:variable(0.9541109), f1score1:variable(nan)
